Customer_Id,Surname,Age,Gender,Estimated_Salary
15685829,McKay,37,Male,50578.4
15721917,Chuang,38,Female,86575.46
15776047,Nicholls,29,Female,153392.28
15716024,Dennis,42,Male,115509.59
15675328,Knight,37,Female,82176.48
15604314,Webb,26,Female,63717.49
15658339,Pugliesi,37,Male,198745.94
15630402,Nebechukwu,31,Female,5719.11
15689616,Ward,34,Male,20058.61
15774224,Nixon,30,Female,170638.98
15701291,Chidubem,44,Male,30607.11
15719606,Rivers,50,Male,37171.46
15644119,Sochima,31,Male,42589.33
15646859,Heydon,47,Male,66799.28
15606836,Lombardo,33,Female,101866.39
15664150,Holland,29,Female,49284
15624510,Tien,52,Male,27445.4
15810944,Bryant,35,Female,70760.69
15668575,Hao,26,Female,104502.02
15603246,Genovesi,73,Male,165407.96
15804002,Kovalev,33,Female,113580.79
15728773,Hsieh,47,Female,45978.39
15598044,Debellis,35,Female,152012.36
15694829,Chibueze,32,Male,77349.92
15600575,Padovano,41,Male,47322.05
15727311,Yen,22,Female,38772.65
15570769,Kibble,69,Male,24489.44
15606274,Lori,38,Male,14466.08
15746139,Enemuo,33,Male,63142.12
15704987,Lu,52,Female,41858.43
15628972,Nebeolisa,32,Male,127443.82
15697686,Stewart,40,Female,84151.98
15733883,Ward,28,Male,58595.64
15617482,Milanesi,52,Female,37240.11
15704583,Chikwado,56,Male,114522.68
15621083,Douglas,57,Male,72549.27
15649487,Sal,38,Female,176712.59
15736760,Douglas,42,Female,152855.96
15714658,Yates,33,Female,73371.65
15599081,Watt,46,Female,70323.68
15705113,P'an,34,Male,9663.28
15631159,H?,41,Male,142514.66
15792818,Perry,29,Female,118623.94
15633531,Lavrov,76,Female,68400.14
15744529,Chiekwugo,63,Male,115291.86
15669656,Macdonald,32,Male,170382.99
15581198,Jenkins,39,Female,112946.67
15729054,Korovina,32,Male,79812.77
15573452,Manning,42,Male,19862.78
15776733,Wilson,37,Female,158610.89
15724858,Begum,54,Female,191212.63
15713144,Ingrassia,46,Male,61931.21
15690188,Maclean,33,Male,58043.02
15689425,Olejuru,35,Male,22247.27
15671766,Enyinnaya,44,Male,31448.52
15782806,Watson,28,Male,146875.86
15764419,Langdon,27,Male,116081.93
15591915,Frolov,39,Female,73669.94
15772798,Chikezie,28,Female,93959.96
15792008,Zetticci,26,Female,158918.03
15715541,Yang,42,Female,198193.75
15639277,Lin,41,Female,13160.03
15798850,Goddard,32,Male,4660.91
15776348,Rogers,20,Male,180197.74
15727696,Zubareva,42,Male,63023.02
15793813,Onochie,36,Male,118971.74
15694395,Ts'ui,29,Female,154700.61
15764195,Newsom,39,Male,97577.17
15744919,Genovese,37,Female,48990.5
15671655,Thorpe,31,Male,140262.96
15654901,Horton,51,Male,130189.53
15649136,Williamson,43,Female,16301.91
15775562,Shoobridge,33,Female,126962.41
15807481,Peng,46,Female,158750.53
15642885,Gray,30,Male,199644.2
15789109,Watson,41,Female,144272.71
15814004,Fyodorova,29,Male,98320.27
15673619,Bazhenov,25,Male,64129.03
15595135,Solomon,29,Female,181221.09
15583681,Layh,31,Male,163809.08
15605000,John,38,Male,171457.06
15718071,Tuan,51,Female,15801.02
15679760,Slattery,46,Male,102950.79
15654574,Onyekachi,36,Male,174918.46
15577178,Genovese,45,Male,193160.25
15595324,Daniels,39,Female,5831
15756932,Caldwell,36,Female,82298.59
15726358,Chiemenam,34,Male,130686.59
15595228,Wanliss,45,Male,52885.23
15782530,Bruce,30,Male,68985.99
15592877,Wright,42,Male,35367.19
15651983,Fang,56,Female,196241.94
15746737,Eames,59,Male,170705.53
15774179,Sutherland,37,Male,126477.41
15667265,Cavenagh,39,Male,159618.17
15655123,Dumetolisa,45,Female,195395.33
15595917,Mackay,35,Female,168285.85
15668385,Dellucci,40,Male,138052.51
15709476,Kenyon,41,Female,71179.31
15711218,Parry,39,Male,55556.3
15798659,Kennedy,43,Female,31705.19
15663939,Arnott,35,Male,186118.93
15694946,Hanson,35,Male,195580.28
15631912,T'ao,30,Male,54113.38
15768816,Shen,42,Male,127528.84
15682268,Steere,26,Female,60231.74
15684801,Abbott,47,Male,156878.42
15636428,Sutherland,45,Female,182784.11
15809823,Thurgood,19,Male,129690.5
15699284,Johnson,49,Male,113860.81
15786993,Lung,51,Female,184524.74
15709441,Cocci,59,Female,36124.98
15710257,Matveyeva,39,Female,121316.07
15582492,Moore,29,Female,185630.76
15575694,Yobachukwu,45,Female,71133.12
15756820,Fleming,26,Female,32020.42
15766289,Dickinson,47,Male,162760.96
15593014,Evseyev,33,Male,175178.56
15584545,Aksenov,40,Female,177099.71
15675949,Fleming,43,Female,66406.37
15672091,Ulyanov,32,Female,59559.81
15801658,Summers,55,Male,175750.21
15706185,Clements,47,Male,174311.3
15789863,Kazakova,39,Male,171716.81
15720943,Pirozzi,45,Female,189362.39
15697997,Jamieson,33,Male,180716.1
15665416,Ferri,62,Male,116977.89
15660200,Mai,31,Male,185105.44
15619653,Hannaford,47,Male,35046.97
15773447,Fomin,30,Male,36251
15739160,Mahon,41,Female,103174.5
15689237,Shaw,27,Female,122642.09
15679297,Volkova,43,Male,122937.57
15591433,Miles,43,Male,8757.39
15642725,Madison,32,Male,125782.29
15701962,Scott,29,Female,122487.73
15811613,Voss,27,Female,20066.38
15741049,Colebatch,29,Male,55473.15
15724423,Wilson,38,Female,38962.94
15574305,T'ang,36,Male,63795.8
15678168,Gibson,27,Female,163060.43
15697020,Hs?eh,39,Male,26578.69
15610801,Pan,41,Male,5066.76
15745232,Chikelu,39,Female,140497.67
15722758,Allan,40,Male,146156.98
15792102,Yefremova,42,Female,199316.19
15675185,Chuang,48,Female,103944.37
15801247,Fan,39,Male,138021.36
15725660,Dellucci,20,Male,68621.98
15638963,Garran,22,Female,28149.06
15800061,Moretti,45,Female,135169.76
15578006,Yao,85,Female,116537.96
15668504,Lucchesi,36,Male,105922.69
15687491,Nkemdilim,45,Male,88211.12
15610403,Anderson,43,Male,26900.63
15741094,Sagese,21,Male,3494.02
15807909,Rubensohn,47,Male,113163.17
15666141,Baldwin,26,Female,19324.5
15617134,Iqbal,38,Male,189678.7
15783029,Monaldo,34,Male,26387.71
15622833,Mahon,29,Female,106276.55
15746422,Muir,38,Female,45015.38
15750839,Burns,29,Male,173495.77
15749130,Dyer,27,Male,52581.96
15779862,Lyons,31,Female,146339.27
15767871,H?,48,Male,182609.97
15679651,Gardiner,37,Female,197890.65
15576219,Cameron,32,Male,6225.63
15699247,Chapman,44,Female,123977.86
15619087,Taylor,53,Male,170195.4
15605327,Namatjira,35,Male,114190.3
15610140,He,34,Female,27022.57
15791174,Leibius,67,Male,59457
15602373,White,44,Male,165038.41
15762605,Wall,58,Male,154181.41
15598840,Moretti,33,Male,134960.98
15744279,Patterson,58,Female,65708.5
15670619,Coppin,33,Female,117374.22
15599533,Tsao,43,Female,77703.19
15757837,Kao,33,Male,177651.38
15697574,Stewart,40,Female,60954.45
15578738,Tuan,32,Male,151924.9
15762228,Barnes,35,Male,26318.73
15614827,Sun,42,Male,147557.71
15789815,Fallaci,28,Female,125918.17
15579781,Buccho,31,Male,190803.37
15587013,Tien,31,Female,11043.54
15570932,Pirozzi,43,Male,119100.05
15794661,Liu,32,Male,140579.17
15581654,Long,32,Male,37731.95
15644296,Scott,30,Female,1852.58
15614420,Gerasimova,32,Female,172049.84
15609653,Ifeatu,44,Female,133591.11
15594577,De Luca,35,Male,192751.18
15584114,Ogbonnaya,43,Female,193828.27
15673367,Humffray,33,Male,55775.72
15685576,Degtyaryov,36,Female,102280.29
15774727,Monaldo,34,Female,44965.44
15694288,Cawthorne,28,Male,170661.02
15603319,Graham,29,Male,197145.89
15759066,Carpenter,44,Female,192359.9
15814816,Kambinachi,40,Male,141210.18
15724402,Tyler,30,Female,100557.03
15571059,Martin,54,Female,130805.54
15674206,Walker,22,Female,92606.98
15715160,Khan,36,Male,123956.83
15730448,Iroawuchi,25,Male,102758.43
15662067,Summers,40,Male,94876.65
15779581,Bottrill,43,Female,94811.85
15662901,Hu,37,Male,67840.81
15689751,Jones,31,Female,4050.57
15667742,Vincent,41,Male,134665.25
15738448,Sanford,25,Female,181647.13
15680243,Brown,19,Male,33282.84
15745083,Lei,59,Male,27965
15708228,Toscani,30,Male,68343.53
15628523,Chien,24,Female,198161.07
15708196,Uchenna,60,Male,196858.4
15735549,Lori,35,Male,120511.03
15809347,Fanucci,32,Male,30886.35
15660866,Chimaobim,29,Female,2743.69
15766609,Jowers,47,Female,167778.62
15654230,Miller,31,Male,132404.64
15794566,Kirsova,28,Female,144423.17
15800890,T'ien,45,Female,181204.5
15697424,Ku,30,Female,182726.22
15724536,Chin,28,Female,120880.72
15735878,Law,47,Female,26812.89
15707596,Chung,74,Female,66732.63
15657163,Cockrum,42,Male,100834.22
15622478,Greaves,40,Female,107815.31
15779529,Grant,32,Male,34665.79
15636023,O'Donnell,40,Female,147093.84
15582066,Maclean,21,Male,36942.35
15666675,Hsieh,39,Female,16460.77
15732987,Hs?,43,Male,45610.63
15789432,Mazzanti,33,Male,184954.11
15663161,Chiu,51,Female,47795.43
15694879,Reeves,23,Female,196789.9
15593715,Castiglione,27,Male,173425.68
15575002,Ferguson,29,Male,36221.18
15622171,Nnamdi,30,Male,174738.2
15795224,Wu,39,Male,67131.3
15685346,Chu,26,Female,165692.03
15691808,King,43,Male,194691.95
15721007,Charlton,33,Male,129525.5
15794253,Marsh,34,Female,146511.2
15694453,Walker,37,Male,51752.18
15813113,Chang,56,Female,35418.69
15614187,Pottinger,39,Female,57995.74
15619407,Buckley,39,Male,108152.75
15646227,Folliero,27,Female,166144.98
15660541,Olisanugo,34,Male,101737.8
15753874,Kent,37,Male,33326.71
15617877,Jessop,44,Male,81140.09
15772073,Hodge,48,Male,140173.17
15701537,Ignatiev,60,Male,166513.49
15736228,Chambers,40,Female,103232.6
15780572,Mansom,30,Male,120736.04
15769596,Yen,24,Female,15832.43
15586996,Azikiwe,76,Female,188772.45
15722061,Allen,41,Female,114323.66
15638003,Komarova,55,Male,181534.04
15775590,Mackay,48,Female,102640.52
15730688,Yu,28,Female,158585.17
15753102,Curtis,44,Male,178722.24
15810075,Fang,39,Female,153955.38
15723373,Page,34,Female,65374.86
15795298,Olisaemeka,35,Female,102986.15
15584320,Brennan,39,Female,136643.84
15724161,Sutton,40,Female,77063.63
15750056,Hyde,29,Female,9633.01
15609637,Nkemakolam,51,Male,43496.36
15794493,Chimaijem,32,Male,24267.28
15569641,Sung,41,Female,59354.24
15815236,Chiganu,34,Male,28269.86
15811177,Beneventi,31,Female,143162.34
15680587,Esposito,23,Male,20199.3
15672821,Owen,28,Male,48606.92
15767681,Smalley,34,Male,89013.67
15600379,Hsiung,34,Male,59890.29
15801336,Ch'ang,37,Female,106655.88
15721592,Barton,38,Female,156439.56
15581282,Lucchese,39,Female,24176.44
15746203,Hsia,62,Male,43507.1
15583137,Pope,48,Female,132005.85
15680752,Horrocks,49,Female,80496.71
15688172,Tai,40,Male,88947.56
15791373,Chikezie,35,Female,12639.67
15589449,Frye,56,Female,94248.16
15692819,Toscani,32,Male,11865.76
15727467,Mellor,27,Female,141449.86
15734312,Kang,43,Male,149457.81
15764604,Sutherland,35,Female,119814.25
15613014,Hs?,29,Male,24924.92
15759684,Ting,27,Female,139481.53
15609669,Chuang,39,Female,41268.65
15685536,Chu,34,Female,1351.41
15750447,Ozoemena,60,Female,147489.76
15663249,Howells,37,Female,111175.09
15638646,Lucchese,43,Female,95963.14
15734161,Nnonso,43,Male,43128.95
15631070,Gerasimova,55,Male,137674.96
15761950,Woronoff,45,Female,153383.54
15649668,Wilhelm,36,Female,96660.76
15713912,Nebechukwu,45,Female,115818.16
15586757,Anenechukwu,32,Female,37898.5
15596522,Meredith,42,Female,145222.93
15625395,Chinomso,28,Female,41219.09
15760570,Stephenson,32,Male,59249.83
15566689,Chimaoke,66,Male,116747.62
15725794,Winters,49,Female,116249.72
15673539,Napolitani,26,Female,61257.83
15705298,L?,29,Male,141798.98
15675791,Williams,36,Male,102638.35
15747043,Giles,36,Male,13210.56
15736397,Wang,23,Male,35550.97
15678201,Robertson,46,Female,104469.06
15720745,Murray,24,Male,142935.83
15637593,Greco,20,Male,195486.28
15598070,Marchesi,33,Female,63170
15787550,Chao,69,Male,58320.06
15603942,Hawthorn,50,Male,177747.03
15733973,Bibi,42,Female,19632.64
15596761,Hawdon,60,Male,18424.24
15652400,Moss,56,Male,18897.78
15717893,Briggs,36,Male,97879.02
15622585,McIntyre,26,Male,63197.88
15733964,Russo,53,Female,75860.01
15753861,Ballard,27,Female,78622.46
15747097,Hs?,35,Male,23598.23
15594762,Pisani,46,Male,13460.27
15667417,Tao,33,Male,19998.31
15684861,Thomson,32,Female,185075.63
15742204,Hsu,31,Male,135815.38
15623502,Morrison,56,Female,44251.33
15774872,Joslin,36,Male,136349.55
15611191,Scott,37,Female,52693.99
15674331,Bidwill,30,Male,93767.03
15619465,Cameron,24,Female,197866.55
15575247,Cartwright,30,Male,126812.85
15695679,Yao,39,Male,79503.05
15713463,Tate,41,Female,129936.53
15785170,Neal,32,Female,175094.62
15796351,Yao,35,Male,130379.5
15639576,Burns,26,Male,153228
15693264,Onyinyechukwuka,29,Female,111285.85
15589715,Fulks,66,Female,49553.38
15769902,Christie,33,Female,98015.85
15587177,Lloyd,36,Male,88481.32
15814553,Ball,34,Female,66879.27
15601550,Genovesi,36,Male,24802.77
15664907,Alexander,47,Male,21312.16
15612465,Siciliano,34,Male,190263.78
15810800,Ositadimma,32,Female,72873.33
15665760,Kazantsev,38,Male,57764.65
15588080,Giles,54,Male,110273.84
15776844,Hao,19,Female,55500.17
15717560,Martin,50,Male,57541.08
15629739,Hartley,31,Female,90384.26
15729908,Allan,36,Female,120694.35
15716781,Dolgorukova,24,Male,178028.96
15646936,Nnamdi,32,Female,180990.29
15768151,Romano,45,Female,155407.21
15579212,Chuang,57,Male,33676.48
15721835,Owen,25,Male,89666.28
15800515,Singh,35,Male,127558.26
15591279,Nwagugheuzo,37,Male,77272.62
15587419,Shipton,58,Male,107665.68
15750335,Paterson,43,Male,184044.8
15699619,Rivas,31,Male,91510.71
15606472,Lung,38,Female,87363.56
15778368,Allan,50,Male,117505.07
15671387,Fetherstonhaugh,29,Female,180626.68
15573926,Lung,38,Male,93478.96
15709183,Davidson,58,Female,114672.64
15577514,Mai,36,Female,13387.88
15778830,Dellucci,31,Male,173240.52
15768072,Mitchell,33,Female,27557.18
15768293,Sun,51,Male,5552.37
15654456,Napolitano,48,Male,88307.87
15807525,Bailey,43,Male,33879.26
15574372,Hoolan,35,Male,181429.87
15671249,Kent,33,Female,102655.31
15779744,Chou,30,Male,96555.42
15624755,Pepper,40,Female,189366.03
15611430,Abramowitz,54,Male,12847.61
15774744,Lord,33,Male,143433.33
15629885,Wilson,33,Female,183983.82
15708791,Abazu,32,Male,169137.24
15793890,Harriman,59,Female,163365.85
15646091,Frankland,43,Female,123181.44
15596984,Pinto,31,Female,16447.6
15800215,Kwemtochukwu,25,Male,173948.4
15577806,Chiu,54,Female,192154.66
15749381,Yu,41,Female,198224.38
15683758,Onyekachukwu,44,Male,67202.74
15670615,Castiglione,37,Male,68789.93
15715622,To Rot,57,Female,147964.99
15707634,Anenechukwu,32,Female,161069.73
15806901,Henderson,39,Female,127749.61
15775335,Ellis,48,Female,191914.37
15724150,Nkemdirim,48,Male,185791.9
15627220,Kang,43,Female,184570.04
15672330,Lear,31,Female,130446.65
15668521,Jamieson,37,Male,82867.55
15807837,Mazzanti,30,Female,187632.22
15592570,Marino,23,Female,56759.79
15748589,Winter,30,Female,34180.33
15635893,T'ien,28,Female,158545.25
15757632,Hughes-Jones,41,Female,182337.98
15691863,Cody,39,Female,84175.34
15706071,Hunt,39,Male,22197.8
15654296,Estrada,19,Female,189641.11
15755018,Dickinson,26,Female,154491.39
15594041,Fanucci,41,Female,90020.74
15670587,Yang,25,Male,197264.35
15724527,Forbes,34,Male,31933.06
15801904,Heard,28,Male,8755.69
15658195,Efremova,34,Male,52820.13
15630113,Morphett,35,Male,20008.46
15784320,Lenhardt,44,Female,34607.14
15676513,Burns,35,Male,177384.45
15574072,Ch'ien,62,Female,165702.64
15633854,Sun,40,Female,167889.1
15618566,Jamieson,38,Female,133122.62
15733014,Nolan,62,Female,140454.14
15753343,Barry,28,Female,59938.81
15746076,Saunders,50,Male,12016.79
15608226,McMorran,72,Male,81251.24
15605684,Phelan,31,Female,134169.85
15638988,Fu,54,Male,94888.6
15628767,Hotchin,63,Female,175696.16
15737977,Aksyonov,25,Female,96758.58
15758116,Rossi,53,Male,128019.48
15575119,Hughes,71,Male,146895.36
15625126,Duncan,40,Female,139356.3
15567114,McGarry,35,Male,2923.61
15672242,Aksenov,24,Male,121232.51
15681327,Akhtar,30,Male,2053.42
15802585,Pisani,41,Female,6382.46
15740630,Pisano,31,Female,158750.13
15815420,McDaniels,47,Male,74028.36
15711468,Tennant,32,Female,44099.75
15799626,Donaghy,50,Male,17323
15659325,Todd,40,Male,175043.69
15651352,Tobenna,38,Female,146388.85
15684925,Vicars,43,Female,2465.8
15657439,Chao,18,Male,47799.15
15574122,Tien,34,Male,165562.84
15720508,Hsing,31,Male,72927.68
15599078,Yang,41,Female,38270.47
15702300,Walker,27,Male,120893.07
15660735,T'ang,31,Female,188377.21
15671390,Chukwukere,36,Male,55902.93
15647385,Ch'iu,56,Male,4523.74
15739223,Pai,24,Female,102195.16
15631305,Franklin,28,Female,60843.09
15809263,Y?,29,Male,25548.47
15640866,Peng,29,Female,134462.29
15775663,Otitodilichukwu,53,Male,132702.64
15631800,Pagnotto,37,Male,75698.44
15654292,Vessels,33,Male,105642.43
15648320,Heller,31,Female,102153.75
15726747,Donaldson,63,Male,166677.54
15694510,Ifeanyichukwu,45,Male,24218.65
15572291,Kao,40,Male,117122.5
15603465,Dunn,45,Female,51871.95
15685628,Calabresi,35,Male,84321.03
15792729,Holland,34,Female,160213.27
15767414,Calabresi,40,Male,88695.19
15568044,Butusov,31,Female,6123.15
15751333,Atkinson,36,Female,167749.54
15623062,Vasilyeva,24,Male,71638
15713621,Mollison,41,Male,198064.52
15670668,Webb,29,Male,54914.92
15750638,Obiajulu,33,Female,190659.17
15747878,Aiken,60,Male,51637.67
15726796,Brabyn,38,Male,119333.38
15754952,Su,48,Female,127095.14
15652192,Traeger,33,Female,93541.14
15681924,Ekwueme,38,Male,89289.54
15763544,Thompson,47,Male,108762.16
15764431,Chinwenma,34,Female,28238.25
15684010,Tuan,74,Female,34130.43
15648881,Tsai,40,Male,7926.35
15733303,Liu,67,Male,27330.27
15643294,Robinson,33,Female,79997.14
15749905,Carr,47,Female,50213.81
15625175,Palerma,43,Female,60920.03
15643967,Chineze,37,Female,197699.8
15578251,Fang,37,Male,92809.73
15772573,Simpson,55,Male,163516.16
15733234,Moretti,58,Female,62449.07
15721582,Hale,40,Female,115800.1
15628219,Benson,37,Female,110359.68
15571302,Estep,72,Male,78695.68
15637178,Mishina,45,Female,128378.04
15601184,Abramovich,26,Female,155248.62
15629511,Lavrentiev,49,Male,123499.27
15570629,Alexeyeva,72,Female,99920.41
15665766,T'ang,39,Male,53289.49
15693732,Kilgour,66,Female,67622.34
15765982,Chin,41,Male,11783.1
15582016,Fiorentini,41,Male,62402.38
15798024,Lori,84,Male,186235.98
15588622,Marchesi,25,Male,79005.95
15724863,Sheppard,55,Female,144870.28
15618213,Nnanna,32,Female,95481
15780411,Norris,46,Female,820.46
15725429,Vincent,33,Male,174777.98
15600626,Bradley,30,Male,8991.17
15668460,Bellucci,29,Male,2797.27
15576263,Clements,22,Female,22303.17
15720354,Knowles,71,Male,197562.08
15691624,Chidiebere,33,Male,23067.97
15793196,Kelly,41,Male,190294.12
15633352,Okwukwe,31,Female,113167.17
15750874,Onyemere,31,Male,124777.14
15588923,Murphy,33,Female,124625.08
15715745,Elliott,26,Female,49599.27
15611800,Loggia,62,Female,151411.5
15576928,Walsh,23,Female,122964.18
15793693,Mahomed,60,Male,57088.97
15581252,Dolgorukova,29,Female,7820.78
15797760,Bogdanov,40,Male,149188.41
15790564,She,40,Female,134638.97
15593736,Cook,46,Female,184980.23
15595937,Bruno,36,Male,122373.42
15815628,Moysey,37,Female,80215.2
15782802,Beneventi,26,Male,14081.64
15627412,Ferri,39,Male,199390.45
15734609,Skinner,37,Female,7667.48
15710689,Angel,40,Male,74965.61
15565806,Toosey,38,Male,30583.95
15815530,Chin,42,Female,149682.78
15632272,Lung,42,Female,92664.09
15684103,Mellor,26,Female,138423.1
15654519,Hassall,31,Male,3148.2
15767722,Richardson,39,Female,197933.5
15654346,Poninski,35,Male,37341.17
15660147,Dore,32,Male,79577.4
15814998,Bonham,42,Male,197602.29
15802207,Ibezimako,43,Male,87537.32
15658668,Hunter,49,Male,41623.59
15715079,Bold,41,Male,168280.95
15570360,Wan,35,Female,125986.18
15674678,Bradley,43,Female,548.52
15780925,Tretyakova,37,Male,96088.54
15688193,Graham,36,Male,107787.42
15778219,Izmailov,26,Male,20510.79
15696514,Calabrese,37,Female,192026.02
15712303,Valentin,66,Male,118188.15
15719090,Osonduagwuike,34,Female,189540.95
15735632,Williamson,41,Male,63736.17
15619436,Pan,32,Female,95740.37
15722404,Carpenter,30,Female,127939.19
15662063,McIver,36,Male,193438.69
15745605,Trevisan,47,Female,90655.94
15636658,Rozhkova,36,Male,12067.39
15784130,He,30,Female,54191.38
15606755,Moretti,46,Female,58667.16
15801699,Fishbourne,43,Male,35687.43
15784097,Gibson,28,Male,14288.93
15764654,Zikoranachidimma,37,Male,247.36
15612092,Palmer,32,Male,78111.84
15610903,Chukwueloka,31,Female,79547.39
15705777,Real,49,Male,193266.72
15661936,Chikelu,40,Male,105028.46
15700864,Fiorentini,21,Female,116106.52
15722965,Yefimova,57,Male,53179.21
15737521,Ball,40,Male,140947.05
15814465,Ch'in,24,Male,171837.06
15580988,Odell,29,Male,123437.05
15789974,Enemuo,33,Male,197519.66
15713370,Hunter,36,Male,183058.51
15748673,Nepean,37,Female,22710.72
15754919,Nwebube,40,Female,69303.15
15641662,Enticknap,39,Male,63705.9
15813422,Lu,35,Male,116429.51
15713596,Ugochukwu,62,Female,58381.77
15791216,Mann,43,Male,177378.66
15689031,Murphy,37,Female,35450.53
15763704,Docherty,43,Female,164621.43
15631339,Adams,28,Male,174435.48
15771509,Hirst,42,Female,94047.75
15769586,Horan,49,Female,119087.25
15656096,Cumbrae-Stewart,26,Female,184800.27
15585280,Kinney,36,Female,75035.48
15743582,T'ang,27,Female,62703.38
15761692,Muir,40,Male,190882.69
15627840,Toscano,42,Female,91981.85
15778861,Wallace,33,Male,91881.29
15770554,Fraser,31,Male,7118.02
15806956,Iqbal,30,Male,11710.4
15701908,Nina,40,Female,25904.12
15736990,Chuang,28,Male,86911.49
15743714,Ch'ien,46,Male,10958.18
15807993,Bruno,30,Female,5790.9
15644686,Kennedy,34,Female,42855.97
15677377,Lawrence,37,Male,78915.68
15626412,Mort,39,Male,81409
15643679,Goliwe,28,Male,179252.73
15728456,Martinez,33,Male,42171.13
15630661,Vasilyev,25,Female,58965.04
15734044,Black,31,Female,102681.32
15705001,Napolitani,35,Female,125553.52
15809817,Ch'en,43,Male,53478.02
15809137,Sagese,29,Male,198376.02
15751593,Fraser,35,Male,105525.36
15626491,Hughes,45,Female,47349
15765461,Giles,47,Male,178822.32
15568120,Lacross,37,Female,72127.83
15787161,Pisani,46,Male,163504.33
15812324,King,27,Male,190623.02
15588944,Maughan,63,Female,140758.07
15694253,Palerma,41,Female,132374.41
15759566,Tochukwu,74,Male,53949.98
15675675,Slate,32,Female,121982.73
15802060,Ch'ang,30,Female,136983.77
15660505,Romani,46,Male,114371.33
15782630,Genovese,35,Male,62389.35
15700710,Chiebuka,37,Female,24435.77
15742834,Liao,45,Male,10908.33
15806511,Berry,45,Male,90977.48
15608166,Fallaci,36,Male,81062.93
15614230,T'an,34,Female,61230.83
15729958,Wilkinson,37,Male,126837.72
15800814,Palerma,35,Male,115668.53
15674727,Lazarev,42,Female,38819.45
15657779,Boylan,18,Male,86994.54
15801395,Warren,33,Female,195204.99
15757911,Trevisani,32,Female,131301.74
15665340,Trevisano,37,Female,100835.19
15787151,Liao,34,Female,198969.78
15757821,Burgess,18,Male,41542.95
15600688,Liston,39,Female,118272.07
15594878,Thompson,41,Female,69586.27
15569248,Milanesi,43,Female,149629.13
15812706,Mazure,49,Male,146680.25
15645045,Rudduck,38,Female,132809.18
15766746,Darwin,35,Male,28707.69
15700383,Uvarova,35,Female,104706.29
15632551,Buccho,31,Male,75335.68
15795129,Gallo,30,Female,136827.96
15650545,Tomlinson,69,Male,139065.94
15612769,Carr,28,Male,70179.91
15710853,Ts'ui,24,Female,116160.04
15623712,Coates,42,Female,83008.49
15653251,Hickey,84,Female,188484.52
15755077,Norton,37,Female,133699.82
15808557,Mancini,42,Female,72172.13
15614687,Tien,44,Female,191057.76
15626882,Stobie,37,Male,48233.75
15748034,Drakeford,29,Male,79178.31
15632324,Pisani,59,Male,162347.05
15761023,Murphy,43,Female,7611.61
15761453,Kovalev,42,Male,88890.05
15646726,Crawford,43,Male,63833.09
15637169,Maclean,67,Female,78310.04
15636024,Blackburn,34,Female,37898.91
15801218,Bermudez,49,Male,179521.24
15642655,Savage,33,Male,130726.96
15690130,Wyatt,32,Female,198714.29
15653753,Chiemenam,43,Male,89543.25
15641359,Shao,35,Female,2423.9
15776827,Langdon,37,Male,180326.83
15647725,Napolitano,61,Female,166305.16
15648455,Kung,51,Male,29883.63
15580629,Blackwood,31,Male,192029.19
15730161,Marcelo,39,Female,1710.89
15626612,Yin,40,Male,135163.76
15662865,Storey,36,Male,84927.42
15629094,Fomin,36,Female,149912.28
15651823,Nkemjika,60,Female,88206.04
15594827,Glasgow,34,Male,163667.56
15786392,Chen,41,Male,100153.43
15727353,Ch'ang,64,Female,32275.09
15733777,Evans,44,Male,65501.91
15614302,Crotty,31,Female,189392.66
15723263,Cocci,34,Female,116069.24
15687270,Iroawuchi,61,Female,139861.53
15803121,Chia,51,Male,144184.06
15598700,Hysell,30,Female,157888.5
15741875,Williamson,25,Female,71911.3
15631709,Ginikanwa,31,Female,45033.75
15672970,Chigolum,20,Male,150465.93
15761670,Morley,50,Female,126381.6
15706005,Roberts,46,Male,90189.72
15790336,Tokareva,36,Male,122433.09
15754267,Fleming,31,Male,123825.83
15791988,Chinomso,68,Male,11426.7
15683375,Compton,32,Female,114951.42
15625151,Wan,66,Female,184636.05
15635285,Taylor,28,Male,91055.27
15574296,Kambinachi,23,Male,93991.65
15711618,Chang,39,Female,116511.12
15670943,See,31,Male,190631.23
15634359,Dyer,41,Female,199970.74
15586629,Campbell,33,Male,139947.17
15588461,Cremonesi,35,Male,8816.37
15773221,Harris,43,Male,135650.72
15664227,Threatt,28,Male,24577.34
15741745,Lane,28,Male,131249.46
15652626,Grave,55,Male,140126.17
15599410,Stanley,41,Male,168219.75
15571958,McIntosh,40,Male,171867.08
15785406,Watts,51,Female,70613.52
15687884,Alekseyeva,37,Male,117946.3
15621685,Davies,29,Male,84872.66
15628886,Matlock,56,Male,60590.72
15699325,Fedorova,62,Female,8444.5
15578369,Chiedozie,37,Female,159132.83
15654156,Marcelo,32,Female,76998.69
15707199,Cooper,36,Male,55835.66
15671630,McMillan,40,Female,177524.19
15632079,Hardy,37,Female,45985.52
15767921,Madukwe,41,Male,60297.72
15573599,Adamson,57,Female,194421.12
15747208,Watt,50,Male,93568.77
15582762,Mazzanti,77,Male,34702.92
15772528,Mishin,47,Female,54473.6
15755798,Feng,33,Male,113943.17
15788683,Kang,34,Female,153727.32
15616922,Kelly,26,Female,19116.97
15771855,Yu,37,Male,112554.68
15601873,Bull,36,Female,47318.75
